title,desc,date,datetime,link,img,media,site,start date,end date,primary phrase,secondary phrase,full phrase
"Novavax Starts Late-Stage Trial of Covid-19 Vaccine in U.S., Mexico",Kirsty O'Connor/Zuma Press,28-Dec,12/28/20 17:24,news.google.com/./articles/CAIiEIzYTqMBrrh2PQzhwq1q4WEqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/GF_wFUksdOZ443GbfePnLATmRnI3xZWL3irsr2rprnVaAaWPvkz-CdWrjoUWp9cvML22gMAZp2tNnSvPA61A=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
India's Serum Institute expects approval for AstraZeneca vaccine in days,"The Serum Institute of India, the local maker of the Oxford/AstraZeneca coronavirus vaccine, said on Monday it expected the British and Indian governments to ...",27-Dec,12/28/20 8:00,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvaW5kaWFzLXNlcnVtLWluc3RpdHV0ZS1leHBlY3RzLWFwcHJvdmFsLWZvci1hc3RyYXplbmVjYS12YWNjaW5lLWluLWRheXMtMjAyMC0xMi0yONIBdmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvaW5kaWFzLXNlcnVtLWluc3RpdHV0ZS1leHBlY3RzLWFwcHJvdmFsLWZvci1hc3RyYXplbmVjYS12YWNjaW5lLWluLWRheXMtMjAyMC0xMi0yOD9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/HvwJ1T4bSaPyLQEofbhTNwZFxtOxPao5Mkisc_xv7VwbbLbnzhQahGOP-6eI7xPYBsqEB5v9kTCJcvFD8yckVbps98HeLoRVUtXc92IZ2E3YgDSkIxWf7CbtZqsvsfEbMcBQVIqjmnvFVF7QwPmocj6nQzMWB24gg7WrDZ0ayczfmuK0Hi-6_u48V8ClKvDBmsKDHPrLMAB7-cLoaPrutJdeFB20U-TTuaXmvU8wciI1Tyq6cVa_2xNBHiuIWjSxESsmPOr5156pyAf_0Oc9R_66ELo9plGSb4I3WhIK1RJ_n7wNoyZ6Gmg=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Could AstraZeneca's COVID Vaccine Still Succeed?,"Two COVID-19 vaccines are already being given to Americans. But what about AstraZeneca (NASDAQ: AZN), which announced interim efficacy results from a ...",25-Dec,12/26/20 8:00,news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvY291bGQtYXN0cmF6ZW5lY2FzLWNvdmlkLXZhY2NpbmUtc3RpbGwtc3VjY2VlZC0yMDIwLTEyLTI20gFdaHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9jb3VsZC1hc3RyYXplbmVjYXMtY292aWQtdmFjY2luZS1zdGlsbC1zdWNjZWVkLTIwMjAtMTItMjY_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/a1CwoAqPgX4zCc-k4o3r_5xt3nDE27L5VIRi7LKYwYFj8_Ms0dO-wjodDlhuElTN5-gp721PcswO3HPDVZ0IeY7Im3iFkQ8jmNnHpowZAg=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Moderna’s Covid-19 Vaccine: When Can You Get It and How Effective Is It?,Chandan Khanna/Agence France-Presse/Getty Images,18-Dec,12/19/20 0:48,news.google.com/./articles/CAIiEPQxJJ9Vo03yDHvtMP4AQqoqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/iZjHltB3QgTPwNE1mkMlImer7cdQzDBhSXV3B0g_VCO7bw7l7pqWR1CnsRP3zSSOzF2S3kmagNuEyg6ggLU=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Covid-19 Vaccine Trial Volunteers Note Occasional Harsh Side Effects,chandan khanna/Agence France-Presse/Getty Images,16-Dec,12/16/20 10:30,news.google.com/./articles/CAIiEFk9eWGXSUpBmx6vAzRnLS4qGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/uMvVkF466eV_cbnhxaAgt_FzAeSiF5e3Jjph-QRbPtFYR0WIyf5Pb9XiECcDfxyqnDrsU37Qz5LDYsSAjg=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Namibia readies facilities for arrival of COVID-19 vaccine,Namibia has appointed a technical team to look into logistical requirements of importing a COVID-19 vaccine. The southern African country's minister of health ...,10-Dec,12/11/20 8:00,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LmFmcmljYW5ld3MuY29tLzIwMjAvMTIvMTEvbmFtaWJpYS1yZWFkaWVzLWZhY2lsaXRpZXMtZm9yLWFycml2YWwtb2YtY292aWQtMTktdmFjY2luZS_SAWVodHRwczovL3d3dy5hZnJpY2FuZXdzLmNvbS9hbXAvMjAyMC8xMi8xMS9uYW1pYmlhLXJlYWRpZXMtZmFjaWxpdGllcy1mb3ItYXJyaXZhbC1vZi1jb3ZpZC0xOS12YWNjaW5lLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/_bGfdGzUpmlqis_OX7eaKo4wS8jXj4J9SWGafJ89p4-NEQGMMa1MlWMm2WRix2wFo1KsetjFdBNFs0AQYFLKtgP3l1Yx5E6r_c5HEglx0JifetCyHX8VW04vHEK5xE8nRdpMQ_6aetWKBZKTc9YwO6fP4DveeWMhU6ve0xR7stUb1n5_kz6RNExYrk1WYFI3dXqIGiKfqBvmPWBr2dtlEkFvOGUj82FoWV0=-p-df-h100-w100,,Africanews English,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"AstraZeneca Covid-19 Vaccine Trial Data Underscore Safety, Range of Efficacy",John Cairns/University of Oxford/Associated Press,8-Dec,12/8/20 17:57,news.google.com/./articles/CAIiECDWXzhtQDsNFBnfBFjbkdUqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/U7bmD215PjD7nt38lNrOFGyl8wEO_XkjeOHS5Sl3W2UnMS2kCj94jI37UeIYuUV4cIzOSr10XrQxa6ZMUA=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
'Malicious and misconceived.' Indian vaccine producer hits back at complaint from trial volunteer,Serum Institute of India rejects link between its vaccine and neurological symptoms—but declines to provide details.,1-Dec,12/2/20 8:00,news.google.com/./articles/CBMifmh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9tYWxpY2lvdXMtYW5kLW1pc2NvbmNlaXZlZC1pbmRpYW4tdmFjY2luZS1wcm9kdWNlci1oaXRzLWJhY2stY29tcGxhaW50LXRyaWFsLXZvbHVudGVlctIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/jjZ5uvi8hu0pVEWbfwT4Lfru4mwnaoBqy4FRTzEBFXntZVCpmy9I-29C5o0x11rrgisqw9m4mfBYgKbxZr061U0sOVxXCzaPQSf7F65uCmmXVxC_pMduwNDJgsfqRymMqURJEFRho67lxtx6od5IGkg55WCG9LIE5gZq9DTTBWhZCVK-dcm-Vr6ZpAPPhw=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"AstraZeneca U.S. COVID-19 vaccine trial results likely in late-Jan, says health official","AstraZeneca Plc will likely get results of its U.S. COVID-19 vaccine trial in late-January and could potentially file for an emergency authorization, the chief adviser ...",1-Dec,12/2/20 8:00,news.google.com/./articles/CBMid2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXN0cmF6ZW5lY2EtdS5zLi1jb3ZpZC0xOS12YWNjaW5lLXRyaWFsLXJlc3VsdHMtbGlrZWx5LWluLWxhdGUtamFuLXNheXMtaGVhbHRoLW9mZmljaWFs0gF7aHR0cHM6Ly93d3cubmFzZGFxLmNvbS9hcnRpY2xlcy9hc3RyYXplbmVjYS11LnMuLWNvdmlkLTE5LXZhY2NpbmUtdHJpYWwtcmVzdWx0cy1saWtlbHktaW4tbGF0ZS1qYW4tc2F5cy1oZWFsdGgtb2ZmaWNpYWw_YW1w?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/UpMb2PSKrv8KhMWme0zdy3ajOuzwfberpbdB9aPw98xdyXa_fm3sz8v5-pcT4yUyfkP3IAxYs_TcOqW2-5I2S9xm6QppszCogFX0WZFXW6jbCubYp_c-d1KJN7Ruvw3dUVxkLMFqZnPdnpDcqHryZCQZkQpyvyVnC5i8iQsSBx_DL-Enxeb1lJyb03i35zr2g94dNaHfR8IU-RsifAn_WFF4qIz_2TDDUikeOGYAY2w8zziOuZ5jSpInwHI6SKPXEXcTalCidJSTo0WRA6QITJZ85xXs3J1BhRnmG8DD9zB2LTfi=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Namibia to make $1.74 mln upfront payment to global vaccine scheme,Namibia has approved an upfront payment of 26.4 million Namibian dollars ($1.74 million) to the COVAX global COVID-19 vaccine distribution scheme co-led ...,25-Nov,11/26/20 8:00,news.google.com/./articles/CBMiigFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL2hlYWx0aC1jb3JvbmF2aXJ1cy1uYW1pYmlhL25hbWliaWEtdG8tbWFrZS0xLTc0LW1sbi11cGZyb250LXBheW1lbnQtdG8tZ2xvYmFsLXZhY2NpbmUtc2NoZW1lLWlkSU5MOE4ySUM0UFTSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZElOTDhOMklDNFBU?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/z8QHv0WNpRcxsPDCRjdK6LuUbnGpbKWE8uBZkrZrHNLbJqUhGWRBc11J9XWMvQxBrgMIg98WB5iPLU1czAhlv3wKPmYcZJkdLOO8R4t7c9CWYGWW9fY1AzpLtA=-p-df-h100-w100,,Reuters,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"With global push for COVID-19 vaccines, China aims to win friends and cut deals",The first people in the world to receive a COVID-19 vaccine were not part of a clinical trial. No TV stations or newspapers covered the historic event. No company ...,24-Nov,11/25/20 8:00,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMS9nbG9iYWwtcHVzaC1jb3ZpZC0xOS12YWNjaW5lcy1jaGluYS1haW1zLXdpbi1mcmllbmRzLWFuZC1jdXQtZGVhbHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/fDCGpD66CLBiCL_bMNJYx9rWESp94X63Rtt7RftwgSueUbwKPwAfDaehuLR5nh6uQ_PzoTDNoE-CnFfaj_b9v2xEpGBSoLe4rs5vHtLSP8VDA6zZRhjt0_cpksBQeGfscAhWCeoiQN3KNNTOI3Z9FQjCC2jSf_uttI5uLqEFYYfwtfoVKij7zRc_LKoB8RNTwwT8_t2l_Ne9BcVpCA=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"India needs more transparency in its COVID-19 vaccine trials, critics say",Science 's COVID-19 reporting is supported by the Pulitzer Center and the Heising-Simons Foundation. SIGN UP FOR OUR DAILY NEWSLETTER. Get more ...,24-Nov,11/25/20 8:00,news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMS9pbmRpYS1uZWVkcy1tb3JlLXRyYW5zcGFyZW5jeS1pdHMtY292aWQtMTktdmFjY2luZS10cmlhbHMtY3JpdGljcy1zYXnSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/stp3GTKXtpcekhMJVe4IYyvN_Ag1JIgze13UKDpix2sMWAiNrH3J1C-anuB5pRBk4IBG_W3sdV9wh0DRizm-y_kH82US70ma-oiZ0NCQMiyqOxprTAZmsGJUYZP8IyVGEvFfxAN4Y-X-zDTekaEoykggZsJHd2BxqI68OMuVMcLsruthsqVPTg=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Another COVID-19 vaccine success? Candidate may prevent further coronavirus transmission, too","AstraZeneca/University of Oxford vaccine uses a chimpanzee virus to deliver coronavirus gene and had better efficacy, 90%, when given as a half dose followed ...",22-Nov,11/23/20 8:00,news.google.com/./articles/CBMif2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMS9hbm90aGVyLWNvdmlkLTE5LXZhY2NpbmUtc3VjY2Vzcy1jYW5kaWRhdGUtbWF5LXByZXZlbnQtZnVydGhlci1jb3JvbmF2aXJ1cy10cmFuc21pc3Npb27SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/M_oBn3IYf2b9Yrv7lsRh_32ygXQI3O0qpiLYhGHkowKjnWuMBLNsETwVk0MAIx_LaVP-FepX4mHHsP31O5AKQIfpOEyfEZwkgcqOjjMAAGg23Fm9nkRW5Vx0AGj_RktPzs4q-smHZtiJNpavT2oWi5XAdEb2iPN9UXmxk3zID6f13hLEJu81=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
3rd major COVID-19 vaccine shown to be effective and cheaper,"LONDON (AP) — Drugmaker AstraZeneca said Monday that late-stage trials showed its COVID-19 vaccine is highly effective, buoying the prospects of a ...",22-Nov,11/23/20 8:00,news.google.com/./articles/CBMiTGh0dHBzOi8vZm94MTFvbmxpbmUuY29tL25ld3MvY29yb25hdmlydXMvYXN0cmF6ZW5lY2EtY292aWQtMTktdmFjY2luZS10cmlhbHPSAVBodHRwczovL2ZveDExb25saW5lLmNvbS9hbXAvbmV3cy9jb3JvbmF2aXJ1cy9hc3RyYXplbmVjYS1jb3ZpZC0xOS12YWNjaW5lLXRyaWFscw?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/bYPgr6ArW_xGE3P_vcA8ITBqQdgtRqbSEepfmYbVIwGbnyWUG7d2bkKnCJU36PmwfXbOjgCDMFozy8H3PKHYzSiPPvaXNzd5CVjj5q9VIlMrpxs_HAUEfMs0a898U4m5eQOcODQTWnQ3K4EPO2Xq96LoxFzAjVExfksUPY2uUVHE166erUiKxaffhR_uxgQgoHWrag=-p-df-h100-w100,,Fox11online.com,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Coronavirus latest news: Pfizer boss says company aims to send out vaccine within hours of approval,"The head of Pfizer has said that his company is poised to send out doses of its Covid-19 vaccine ""within hours"" of it receiving official approval.",18-Nov,11/19/20 8:00,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LnRlbGVncmFwaC5jby51ay9nbG9iYWwtaGVhbHRoL3NjaWVuY2UtYW5kLWRpc2Vhc2UvY29yb25hdmlydXMtbmV3cy1jb3ZpZC1sb2NrZG93bi1lbmQtcGZpemVyLXZhY2NpbmUtdXBkYXRlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/dKfvtOB3MJjPpTGVmDzjROTECV2kLDiFnGTLBHou7DeZCUOBgkGQs8aDACfP1DbkXbmoZf2Z8UrpBIArbjg7yvl46wOYmabw-RNeVqroFv825LOOIDG2Yaa_vowXkdcBjElb3gZEFFZcOmchiqHNQiTTLZFEjFJGVIiMY0CvHecA0TM26gsw8vBHLVMsqZFTuL6gmfkJakfrKWF0ep10hkXuUnmlfvbaTWsHXKQPH0TVpMoobeS8-w=-p-df-h100-w100,,Telegraph.co.uk,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Oxford, AstraZeneca Vaccine Shows Promising Immune Response in Older Adults",nelson almeida/Agence France-Presse/Getty Images,26-Oct,10/26/20 12:02,news.google.com/./articles/CAIiEGVMo36WOyzEcMddnsXqeXcqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/h0Shp62sqRdiTEYvbt2qij_GXK3sQZpO-Faftw6QpRqi12t4wcdopRpvTrKMi_1ukqRg1bOMsN-FWZVLSrQ=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Pivotal Studies of Covid-19 Vaccines From AstraZeneca, J&J Resuming",vincenzo pinto/Agence France-Presse/Getty Images,23-Oct,10/23/20 21:48,news.google.com/./articles/CAIiEBCm1-jlLQsbVJiniUvmVAQqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/H4CWzRL5YvaDnRZ2r9DEP_wqqfksnd2TDzHnJLb-Z5z-zMDnYaKI-OhihfY4UTjtDPtMJpNG_nCtOMR5Taw=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Could certain COVID-19 vaccines leave people more vulnerable to the AIDS virus?,Cold-causing adenovirus used in four experimental COVID-19 vaccines increased risk of HIV infection when used in AIDS vaccine trials.,18-Oct,10/19/20 7:00,news.google.com/./articles/CBMib2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMC9jb3VsZC1jZXJ0YWluLWNvdmlkLTE5LXZhY2NpbmVzLWxlYXZlLXBlb3BsZS1tb3JlLXZ1bG5lcmFibGUtYWlkcy12aXJ1c9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/yE6tzALxY_S7TXUDTVst0CeRuptow-x4y_STMHppTjQ-M9hZAtZ_TdwizgJy3ARCIhPd97yLr_BCdr771_RQnhrpl9v0N0ouGrbnjY-fiqIvRWhvTdRrgywyx3IyABtmit01tukpcQfjmMhbi1XAZRqtfVt-v17fuNOOmCCByboVZEZJUVkWRvd1g0s=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"Calm down about political 'mischief' around COVID-19 vaccines, scientists say",Meeting seeks to allay fears that Trump will push a vaccine through before Election Day.,6-Oct,10/7/20 7:00,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMC9jYWxtLWRvd24tYWJvdXQtcG9saXRpY2FsLW1pc2NoaWVmLWFyb3VuZC1jb3ZpZC0xOS12YWNjaW5lcy1zY2llbnRpc3RzLXNhedIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/YB85opaHeeQKCnUqcugAarWn3cGa1u92v9yYmTP5zlkm1ZZ4h6m7FRod1aGrPY9pxY5c6cO1On7990DTFaqs9_enTuYfmrRhi_LDB08mvA4pXYd_L-5Blk51NMTmMnpvwOmuUByXr2MFSSGAYkDL_tbDTOVSzTajhxOp_z_8z8zNp3ClKppGmtfRDao=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
AstraZeneca's Coronavirus Vaccine Is Already Being Reviewed for Approval in Canada and Europe. Why Not in the U.S.?,It wasn't all that long ago that many people saw AstraZeneca (NYSE: AZN) as the leader in the race to develop a coronavirus vaccine. The U.K.-based ...,5-Oct,10/6/20 7:00,news.google.com/./articles/CBMidWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXN0cmF6ZW5lY2FzLWNvcm9uYXZpcnVzLXZhY2NpbmUtaXMtYWxyZWFkeS1iZWluZy1yZXZpZXdlZC1mb3ItYXBwcm92YWwtaW4tY2FuYWRhLWFuZNIBeWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvYXN0cmF6ZW5lY2FzLWNvcm9uYXZpcnVzLXZhY2NpbmUtaXMtYWxyZWFkeS1iZWluZy1yZXZpZXdlZC1mb3ItYXBwcm92YWwtaW4tY2FuYWRhLWFuZD9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/TwFO4tRUeHXiaEcrv5fy3y_SKxyTGTGo7ZD4iFV1YJlQtFnpB_ZSUMr_zqJCEaZp4QasNoiJBDKEO69Rkw4jOBRWsVDGrYr9PqwaJF1OgOguKGwzcYkFWw20mtwtsnesTGzyF3XDTVTSl9P5kUEf6r9etqlBFg7nQfhNclxW17y78-czcMeQCrhXau6r3lqRtp5k4qqbqrMRTOiDlf-14wkZGD3fnF8X=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Covid-19 Vaccine Trials Need Only a Fraction of People to Get Sick,Henry Ford Health System/Agence France-Presse/Getty Images,1-Oct,10/1/20 11:00,news.google.com/./articles/CAIiEO9K5pjlF7NxSfsyiJunEa4qGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/q8ocu-v7B6s4EDwIEBx_xIiL15x_ifHXUYnnL8M4Q1OS3ykqvu1QP0DOLuONAdha3OVzUbadFiEZmajZxA=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
'I just want this suffering to be over.' Brazilians flock to COVID-19 vaccine trials,"With high case numbers and a good medical infrastructure, the country has become an ideal testing ground.",21-Sep,9/22/20 7:00,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8wOS9pLWp1c3Qtd2FudC1zdWZmZXJpbmctYmUtb3Zlci1icmF6aWxpYW5zLWZsb2NrLWNvdmlkLTE5LXZhY2NpbmUtdHJpYWxz0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/vzAs3GwbS6-aK862EiD1GgVx4b3RBMcXheCplQ6ND5rxGGUYRjRisisjwUXVBq8e7NfETSaSbuOOwUnAFTrDHU8c8TX-I6zRMycwZqcZTWrnuLJXb-hTjPzUl7gVvbGgrxG6GxEOHb-gJ56jRDMur85WrQtG75GyJKUINFT43FWrwuqxRCrj-ygvL48fTtB8y0-OnRBfVg=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
"AstraZeneca, U. of Oxford; Pfizer, BioNTech Ramp up COVID-19 Vaccine Trials","The race to develop a COVID-19 vaccine continue to heat up, as AstraZeneca and the University of Oxford have resumed the clinical study they paused last ...",14-Sep,9/15/20 7:00,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LmNsaW5pY2Fsb21pY3MuY29tL25ld3MtYW5kLWZlYXR1cmVzL2FzdHJhemVuZWNhLXUtb2Ytb3hmb3JkLXBmaXplci1iaW9udGVjaC1yYW1wLXVwLWNvdmlkLTE5LXZhY2NpbmUtdHJpYWxzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ZsGDG77u0zBb7pVPgByUmfbuE4ySFZEMnf2fnhkClLccvwHoaNUCreQAEj7eO7V7sf8jGOEKrgM2MEk8au0c4f810z-MJNd1www90GMkm-_qYkdISO4tuMvRHaLQqVqx2Z618N-80opdsLM0gdRA=-p-df-h100-w100,,Clinical OMICs News,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Scientists relieved as coronavirus vaccine trial restarts — but question lack of transparency,"UK trials of the Oxford and AstraZeneca vaccine have resumed after a brief pause, yet key details of the events involved have not been released.",13-Sep,9/14/20 7:00,news.google.com/./articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAyMC0wMjYzMy020gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/LjyDzKNovl5D_jzlJs4JZQ0Fb53lVNxIhCQNXOXDFLIMGHPywrO-lMrG0dyuHo3hSAB3Drtrhyq4XNmeQrWgSK1ui7bzBuckRd2f6JaXx-FP-9YPmw_4VHKrf7OCfMIp2F9l2wCEiHIoiG4j0XgFtgdKwXSFwYNWjTSm28Q=-p-df-h100-w100,,Nature.com,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
Australian PM backs plan to make coronavirus vaccine mandatory | Daily Sabah,"Australia's leader called Wednesday for coronavirus immunizations to be mandatory, wading into ethical and safety debates raging around the world as...",18-Aug,8/19/20 7:00,news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LmRhaWx5c2FiYWguY29tL3dvcmxkL2FzaWEtcGFjaWZpYy9hdXN0cmFsaWFuLXBtLWJhY2tzLXBsYW4tdG8tbWFrZS1jb3JvbmF2aXJ1cy12YWNjaW5lLW1hbmRhdG9yedIBcGh0dHBzOi8vd3d3LmRhaWx5c2FiYWguY29tL3dvcmxkL2FzaWEtcGFjaWZpYy9hdXN0cmFsaWFuLXBtLWJhY2tzLXBsYW4tdG8tbWFrZS1jb3JvbmF2aXJ1cy12YWNjaW5lLW1hbmRhdG9yeS9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/CyNNgTIZNXiiPkUklPXhKgMgyj2ktaLh1GJWalfUTXStejCelTnJOmvsZvJOYjI1JRqM4J55NWFwsrv_uUpfIOQB-Kl9DXx3fcueEky5qJMXq6i2yUhkIeMYIQg=-p-df-h100-w100,,Daily Sabah,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
EU Secures Coronavirus Vaccine Deal With AstraZeneca,nelson almeida/Agence France-Presse/Getty Images,14-Aug,8/14/20 15:20,news.google.com/./articles/CAIiEHJOFJUsbFgRBlPUuYtW9B0qGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/MP_u7evQrPwYotdK14D_UW_QiReeBp6-RV1btP7ArdIa7gTazoiV8N7lMKUugIGtd38mCXBlznXZcs9OtA=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,AstraZeneca Vaccine,Namibia,AstraZeneca Vaccine Namibia
