title,desc,date,datetime,link,img,media,site,start date,end date,primary phrase,secondary phrase,full phrase
"Coronavirus: Week of Jan. 24 to Jan. 30, Vietnam approves AstraZeneca vaccine",Nikkei Asia is tracking the spread of the new coronavirus that originated in the central Chinese city of Wuhan.Follow the latest updates.Global cases.,29-Jan,1/30/21 8:00,news.google.com/./articles/CBMikgFodHRwczovL2FzaWEubmlra2VpLmNvbS9TcG90bGlnaHQvQ29yb25hdmlydXMvQ29yb25hdmlydXMtRnJlZS10by1yZWFkL0Nvcm9uYXZpcnVzLVdlZWstb2YtSmFuLi0yNC10by1KYW4uLTMwLVZpZXRuYW0tYXBwcm92ZXMtQXN0cmFaZW5lY2EtdmFjY2luZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/9zmToBDO_gQBYT8XwRqogY0--hRb2JwHqXklhqbRW6ONRI3B_ZG32Tkb67vVFJpEHjJZ2WinCSQxHa_ygGbnUJw0__sxB-xjgnGy2MmEZQqv6P-wTzTWKOvgVj3ecoMce6b-2F9diGQX1SdfmT44cLHcZE9vnk0CxIhiwxoeNMXR_JGZq3OeQto2kj9bputZSXoxf82ubbjTgVXilx_Qg7ApQLV40S73zFv-F-STF4uoOyiA2OutLx8I1crVtGNNsj1oJuvSEosOrBFBuHS4wXZ-F3fSTfeZn1JklQFNqAcy6YkwyLRftFyeFcZGyKxcbmmsFhLj2uqGaE4Uw8lg83y5A1DwJHiBtuEGSzailiXc6m_CxMFjxaUL_aPQbiWNjr080VS2pZ8U5tcsEwmrsvNfnvrvoqbCgap507p6sQ=-p-df-h100-w100,,Nikkei Asia,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
South African regulator backs distribution of AstraZeneca shots,South Africa's regulator granted the health department permission to distribute the vaccine from AstraZeneca Plc and the University of Oxford in its first nod…,22-Jan,1/23/21 8:00,news.google.com/./articles/CBMicGh0dHBzOi8vYnVzaW5lc3N0ZWNoLmNvLnphL25ld3MvdHJlbmRpbmcvNDYyOTgyL3NvdXRoLWFmcmljYW4tcmVndWxhdG9yLWJhY2tzLWRpc3RyaWJ1dGlvbi1vZi1hc3RyYXplbmVjYS1zaG90cy_SAXRodHRwczovL2J1c2luZXNzdGVjaC5jby56YS9uZXdzL3RyZW5kaW5nLzQ2Mjk4Mi9zb3V0aC1hZnJpY2FuLXJlZ3VsYXRvci1iYWNrcy1kaXN0cmlidXRpb24tb2YtYXN0cmF6ZW5lY2Etc2hvdHMvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/rDg4XfHw4XtL9y-GOSb46AZcz_JcEiEzxLC6qfboiXBN7k4DnMFoG4n8EWV6OkU4mNKizTs90B0B_2tuKRlP8d-mrLY8wnQg6U4-EkDCTuZ9X77UHGg4yInN6glNwpYxTaWRB3f63Zi_nw=-p-df-h100-w100,,BusinessTech,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
South Africa's mining industry to support COVID-19 vaccine rollout,"South Africa's mining companies will support government in the rollout of COVID-19 vaccines as the nation battles a surge in infections, the industry body said ...",14-Jan,1/15/21 8:00,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvdWstaGVhbHRoLWNvcm9uYXZpcnVzLXNhZnJpY2EtbWluaW5nLWlkVVNLQk4yOUsxRDbSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTS0JOMjlLMUQ2?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/7OTIk_xj7kZuB4HFPPjTc1rroPGyHr3UeH9G5qJogA5b9R_HMg0flDdjG30LtJTGhSCgEb-QUbCf22pA8e5SmZjwrwlcv4ea_x3Fo8GMMk6Nt8rayxqYJvPYx8b-L34wmF22501iAnYTRTA9I0VAeSwJm_No_wQJfZyvx4Wf2SazpFwTyAKgasaQOGTjeKec=-p-df-h100-w100,,Reuters,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
Johnson & Johnson the first to apply for Covid-19 vaccine registration as South Africa starts review process,South Africa's health products regulator says it will take an 'expedited approach' when reviewing Covid-19 vaccine candidates.,15-Dec,12/16/20 8:00,news.google.com/./articles/CBMimwFodHRwczovL3d3dy5kYWlseW1hdmVyaWNrLmNvLnphL2FydGljbGUvMjAyMC0xMi0xNi1qb2huc29uLWpvaG5zb24tdGhlLWZpcnN0LXRvLWFwcGx5LWZvci1jb3ZpZC12YWNjaW5lLXJlZ2lzdHJhdGlvbi1hcy1zb3V0aC1hZnJpY2Etc3RhcnRzLXJldmlldy1wcm9jZXNzL9IBnwFodHRwczovL3d3dy5kYWlseW1hdmVyaWNrLmNvLnphL2FydGljbGUvMjAyMC0xMi0xNi1qb2huc29uLWpvaG5zb24tdGhlLWZpcnN0LXRvLWFwcGx5LWZvci1jb3ZpZC12YWNjaW5lLXJlZ2lzdHJhdGlvbi1hcy1zb3V0aC1hZnJpY2Etc3RhcnRzLXJldmlldy1wcm9jZXNzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/ASci39K-PN5_LA5QoumriBUdUGJR_pX1DtNsT1-0BEkKKg5mP1mrKgcNSYerlvSApCOcPnyo7nCq53aueEpsyNg-NaWNzKgCN3Yfsik0C76j2wfZC8LbzmkKHNv8wsppaIDYANdB_23wY1ed8g8=-p-df-h100-w100,,Daily Maverick,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
AstraZeneca and Russia’s Sputnik V lab to share data in seeking coronavirus vaccine advances,"An illustration image on Nov. 17, 2020 shows vials and syringes with the logo of the Anglo-Swedish pharmaceutical company AstraZeneca, which developed its vaccine in collaboration with the University of Oxford.",11-Dec,12/11/20 17:45,news.google.com/./articles/CAIiENedUmdHBKmQW_PLqfFaMXIqGAgEKg8IACoHCAowjtSUCjC30XQwn6G5AQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/J4oWOH8MK-waPoqtpyYwq3kRjPNFoBM0ew3eK8cNDWH5-RumzgP1CZiXATYdxSpG3_XtLvTPtaOBp9LIzvCv=-p-df-h100-w100,,The Washington Post,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
What to Know About the AstraZeneca Vaccine Controversy,"AstraZeneca recently announced their vaccine is 70 percent effective, but a major dosing error that occurred during the trials may have impacted the overall ...",3-Dec,12/4/20 8:00,news.google.com/./articles/CAIiEFKf0HBGrlv-W8lAUNshtrkqGQgEKhAIACoHCAowuPaZCzDigLIDML-A2AY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/F-eleTBnBdwdCl5FfPMoq0g6UQxvFXACQSdy84nYzl1saAKTbHBNc03QOQ3Ax1T1aBGt-XoL1dlfCuoHtZw=-p-df-h100-w100,,Healthline,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
Here Are All the Side Effects of Every Top COVID-19 Vaccine in US,"Moderna, Pfizer, AstraZeneca and Johnson & Johnson have all reported side effects in participants of their phase 3 COVID-19 vaccine trials.",19-Oct,10/20/20 7:00,news.google.com/./articles/CBMiVWh0dHBzOi8vb2JzZXJ2ZXIuY29tLzIwMjAvMTAvdmFjY2luZS1zaWRlLWVmZmVjdHMtbW9kZXJuYS1wZml6ZXItam9obnNvbi1hc3RyYXplbmVjYS_SAVlodHRwczovL29ic2VydmVyLmNvbS8yMDIwLzEwL3ZhY2NpbmUtc2lkZS1lZmZlY3RzLW1vZGVybmEtcGZpemVyLWpvaG5zb24tYXN0cmF6ZW5lY2EvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/nZuS0RnG-enbV7xW4vBL0b7_NjZDJ9HdA--V0bD6eR5ItGIWpn9wid8IWVjU3EZlpy3-JwxvphJvqkRvYrDXsBlJlKO0aePM6NZj2vj_-9XcFb2d6PzeoOhfI-FYxTsE7CCskDItmoNE98EABVuMO5X0fh6AJ0D0D_CHicn1=-p-df-h100-w100,,Observer,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
Coronavirus vaccine trials in South Africa no 'magic bullet',"The launch late last month of human trials of a promising COVID-19 vaccine in South Africa has coincided with a surge in the country's coronavirus cases, with ...",20-Jul-20,7/21/20 7:00,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnRoZW5ld2h1bWFuaXRhcmlhbi5vcmcvTmV3cy1mZWF0dXJlLzIwMjAvMDcvMjEvY29yb25hdmlydXMtdmFjY2luZS10cmlhbC1zb3V0aC1hZnJpY2HSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/jiT-dpAMhv8YnKcvZKQNUrnbBU6C1gilpGRoyqxm4tNGGD-07iQhTSzabd4WYelixqJkqkAH-7HiPAHB-vNqxQgOHQkb6JIFfBmL1JeIS65mOuwZI1oVJ_Uf2ktgiBkbR-AvzBFYhGrmKQaIdSpiifHPG3COw0jhHdIlQUHUjMTFsnXyKHDsWVcderlgbmYNbKv8Rbp_TUjv7vX2k8ega8Arw5paSpazb5E=-p-df-h100-w100,,The New Humanitarian,9/1/20,10/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
COVID vaccine weekly: tensions run high over the Oxford-AstraZeneca vaccine,"Tensions run high as EU vaccine deliveries fall behind schedule, while new vaccines are being created to handle mutant viral strains.",28-Jan,1/29/21 8:00,news.google.com/./articles/CBMibWh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9jb3ZpZC12YWNjaW5lLXdlZWtseS10ZW5zaW9ucy1ydW4taGlnaC1vdmVyLXRoZS1veGZvcmQtYXN0cmF6ZW5lY2EtdmFjY2luZS0xNTM4MjDSAXFodHRwczovL3RoZWNvbnZlcnNhdGlvbi5jb20vYW1wL2NvdmlkLXZhY2NpbmUtd2Vla2x5LXRlbnNpb25zLXJ1bi1oaWdoLW92ZXItdGhlLW94Zm9yZC1hc3RyYXplbmVjYS12YWNjaW5lLTE1MzgyMA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/VxH26TBDxBQBNBGmg1xMxcKFczjCzOaNaYPbcRiN8AAAduOxmHeOYbCdqLz_j-qC8BYEYJaQLyVxyImDQS011tEwbP12eCY-hNYJiKKdxiPPbvN14R3kiIWKYRN1luE9LRKbZtZJ1q1sVG2hRbElYSGWrl3B8uUgbPL-3LNuaZL4KjeATjGCuMBhg1MwrfW_Wh5B-1esbo2syq_UfzFf6jJvlZFPHTBslg=-p-df-h100-w100,,The Conversation UK,10/1/20,11/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
Beware of state capture networks in Covid-19 vaccine procurement: Blade Nzimande,"Blade Nzimande says SA's banking system 'is wholly inappropriate for a developing country'. It should include strong public banking and a co-operative banking sectors, he says. File photo",6-Jan,1/6/21 13:33,news.google.com/./articles/CAIiEFBFMzSsnBnbxLh6dnYXUUUqMwgEKioIACIQTEiTTGRHVJqjX49E5O90vyoUCAoiEExIk0xkR1Sao1-PROTvdL8wvMbKBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/hm0a_8hxX0wuVCTs53ZyYb22Lg0B_G-2uie17kONf1KZcyGrRSrRWFgJgSvhaFcWp3PHLrcbfL7-49yQ9k1mYcc=-p-df-h100-w100,,TimesLIVE,10/1/20,11/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
How do COVID-19 vaccines compare with other existing vaccines?,"The novelty of the COVID-19 vaccines may seem daunting for some, and it is natural for questions to arise on their effectiveness. In this feature, we examine the ...",13-Dec,12/14/20 8:00,news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3Lm1lZGljYWxuZXdzdG9kYXkuY29tL2FydGljbGVzL2hvdy1kby1jb3ZpZC0xOS12YWNjaW5lcy1jb21wYXJlLXdpdGgtb3RoZXItZXhpc3RpbmctdmFjY2luZXPSAWtodHRwczovL3d3dy5tZWRpY2FsbmV3c3RvZGF5LmNvbS9hbXAvYXJ0aWNsZXMvaG93LWRvLWNvdmlkLTE5LXZhY2NpbmVzLWNvbXBhcmUtd2l0aC1vdGhlci1leGlzdGluZy12YWNjaW5lcw?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/5XMxiFGvc4YNHzpPc-_HYsXlcXfXy0Eg0TTnolStOWHI4eyP5sGDJKUUbxQ_z-sVz2EieXxO13fKcFT_RnqlfYHkZA0L1ev59g5E6KoQNtOO37XLOC71DTMuXiMFSV9m7lwatk3i7l6-xFQN9wOB_o-p6Zn9o6tyLlufdmuA2GeIKx7QmA=-p-df-h100-w100,,Medical News Today,10/1/20,11/1/20,AstraZeneca Vaccine,South Africa,AstraZeneca Vaccine South Africa
Hotel quarantine: What do the new rules mean for arrivals travelling to London?,"The long-delayed hotel quarantine policy for some England arrivals will begin next week, in an attempt to control the spread of Covid-19 infections and stop new ...",2 days ago,2/11/21 17:30,news.google.com/./articles/CBMibGh0dHBzOi8vd3d3LmNpdHlhbS5jb20vaG90ZWwtcXVhcmFudGluZS13aGF0LWRvLXRoZS1uZXctcnVsZXMtbWVhbi1mb3ItYXJyaXZhbHMtdHJhdmVsbGluZy10by10aGUtdWstYm9yZGVyL9IBcGh0dHBzOi8vd3d3LmNpdHlhbS5jb20vaG90ZWwtcXVhcmFudGluZS13aGF0LWRvLXRoZS1uZXctcnVsZXMtbWVhbi1mb3ItYXJyaXZhbHMtdHJhdmVsbGluZy10by10aGUtdWstYm9yZGVyL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/J41s_YeYR32dTBQNcEQfLS1eVQoE1wLWZrNom-_e29JxHkjDCpt58LkRX415zHGLZVP6NkmwGbv28Md7mbCoxwAP7iTWascZR4Zte5MshmLPOjWSfSnODL-l82f6ixwvH7HgCuiFM8e-HLrckbriKNi_U2YFvzRrohYaOTJozZn3prHSd1XRHlzfJ4rvJXpU0cclZUmUr_5Fck-8GiOrvOBwzqRiRrx2jhx_ySHF7zJQEnZaOvQFsQ=-p-df-h100-w100,,City A.M.,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"Is shunning Moscow more urgent for Ukraine's leaders than saving lives? Kiev BANS Russian Covid-19 vaccines, despite jab shortage","Tens of thousands of Ukrainians have already died of Covid-19. Despite this, the country's government has announced a new ban on safe and efficacious ...",3 days ago,2/11/21 9:27,news.google.com/./articles/CAIiEIdwrqc2pGzAdcIHyhTsLMAqFwgEKg8IACoHCAownP3cAjDQkhwwnoQo?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/oQjtdyDyxQHZSbgyJzjhQmGGGINQ61vUT18K5JYopLLjHPMpO5tFKPPpwuwdwRNs6iqBPMccAlS-xqjLdqY=-p-df-h100-w100,,RT,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Sputnik V prepares for EU launch: Russian Covid-19 vaccine clears 1st hurdle for roll-out as regulator EMA accepts application,Brussels' beleaguered coronavirus vaccination program could be poised to get a shot in the arm as the EU's central regulator completes its initial stage in ...,5 days ago,2/9/21 9:14,news.google.com/./articles/CAIiECAW8gh5EmKSn506Qn28YhQqFwgEKg8IACoHCAownP3cAjDQkhwwnoQo?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/sZo_U0nxUuqc2XyrETR6-hzWtATCZk8720id1zv7dFg8R4MxRojDbt4v5zCN2vOgS-OwKlN2fn3lnj6cQA=-p-df-h100-w100,,RT,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"EC president on Covid-19 vaccination snags: “Czechia could support, speed up or help” at any time",Brussels' unprecedented joint procurement initiative to get vaccines and make them equally available to all EU states has fallen well short of the mark. Who's to ...,5 days ago,2/8/21 13:03,news.google.com/./articles/CBMicGh0dHBzOi8vZW5nbGlzaC5yYWRpby5jei9lYy1wcmVzaWRlbnQtY292aWQtMTktdmFjY2luYXRpb24tc25hZ3MtY3plY2hpYS1jb3VsZC1zdXBwb3J0LXNwZWVkLW9yLWhlbHAtYW55LTg3MDc3NzTSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/nvTfARJlOBCxhnff1ynMSvnD9mPyCQZAF3VrOd_4a_0bArEuVZAD3eI_YTzYjKwYbnIcBqTDfl3Gb_Ud7-Cv0YjXSYqSPaYK8AcKsBHBOVK46fDCHtf1oXRAMZSR1S6FE9YCDa-qyGS-1Dpl0OH_5GUmuSOMC0r7lNRFICGiV9laCYr6vICrjVapjYvhzBisnVrAkQ=-p-df-h100-w100,,Radio Prague,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Argentine President Alberto Fernandez Receives Sputnik V Covid-19 Vaccine,"Argentine President Alberto Fernandez has been vaccinated against the coronavirus using the Sputnik V vaccine, an official confirmed on Thursday.",20-Jan,1/21/21 8:00,news.google.com/./articles/CBMia2h0dHBzOi8vd3d3Lm5ld3MxOC5jb20vbmV3cy93b3JsZC9hcmdlbnRpbmUtYWxiZXJ0by1mZXJuYW5kZXotcmVjZWl2ZXMtc3B1dG5pay12LWNvdmlkLXZhY2NpbmUtMzMyMjg2Mi5odG1s0gFvaHR0cHM6Ly93d3cubmV3czE4LmNvbS9hbXAvbmV3cy93b3JsZC9hcmdlbnRpbmUtYWxiZXJ0by1mZXJuYW5kZXotcmVjZWl2ZXMtc3B1dG5pay12LWNvdmlkLXZhY2NpbmUtMzMyMjg2Mi5odG1s?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/H-IboT59uXquVepghbKa2bted_D55Egbd9A9QOO_9n7ninpjYriwiPQIwl5rdzPiwICfkuWrfR76pQr7U6GFn3mXy9KnAanKvr-kztEejepr2X7kQjEx0Ht3cvCf2e9tltSggAFp9QFY85ctFMCk_2ks3Hb_=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Malaysia's Pharmaniaga signs COVID vaccine agreement with China's Sinovac,Malaysia Pharmaniaga Bhd has signed an agreement with China's Sinovac to purchase ready-to-fill COVID-19 vaccines and later to manufacture the vaccine ...,11-Jan,1/12/21 8:00,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvbWFsYXlzaWFzLXBoYXJtYW5pYWdhLXNpZ25zLWNvdmlkLXZhY2NpbmUtYWdyZWVtZW50LXdpdGgtY2hpbmFzLXNpbm92YWMtMjAyMS0wMS0xMtIBdmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvbWFsYXlzaWFzLXBoYXJtYW5pYWdhLXNpZ25zLWNvdmlkLXZhY2NpbmUtYWdyZWVtZW50LXdpdGgtY2hpbmFzLXNpbm92YWMtMjAyMS0wMS0xMj9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/pqmoN5LfDeBLZ8ppYVzv11vhQeUrOmwqLwxHAKe66mbFoT0fQEfhIzAsjmh8mDaGa920Hm8Dz5V_Nk32jUi4MmYb6Oky8gpe45hbFQhgLuVuUh0tOf4090TRRPQrZ8Pqm9tFmEOiebPw-ZG6YOlVwCeHd15QSilzxke9I72RZDoFUf8QCrM_G1uVMLzXhdtZnMXzqVoMmbTwxTCX-GP3Ffg1ErYccvbdQzNI9Rb7uUZ9TsSszh46-fw9soNlPRJZkTYRPvMOhx5PiEdLPz8fOi3NwsQUJsKH63UTIlNXpbuGog=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Algeria first in Africa to approve Sputnik V vaccine,Algeria is going to vaccinate its population against the new coronavirus with Sputnik V after the Russian drug received official approval from the North African ...,10-Jan,1/11/21 8:00,news.google.com/./articles/CBMiXmh0dHBzOi8vc291dGhlcm50aW1lc2FmcmljYS5jb20vc2l0ZS9uZXdzL2FsZ2VyaWEtZmlyc3QtaW4tYWZyaWNhLXRvLWFwcHJvdmUtc3B1dG5pay12LXZhY2NpbmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/zP0ytljfeFmMGUrlYLCLEM24ZcR3-VSnEupoAenuRWTlI6bDXXXZi1N6ejMts-xHCqpZMF44bgL_7vgO8VTM3MGSgFfTj0ov7wuFFLjOIroOPpNM7wyukvesFN2urfW9c3bB3SfBCg=-p-df-h100-w100,,The Southern Times,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
DSMB Recommends Phase 3 Recruitment for Sputnik V Vaccine Trials: Dr Reddy's,Dr Reddy's Laboratories on Monday said the Data and Safety Monitoring Board (DSMB) has recommended recruitment for the phase 3 clinical trials of Sputnik V ...,10-Jan,1/11/21 8:00,news.google.com/./articles/CBMieWh0dHBzOi8vd3d3Lm5ld3MxOC5jb20vbmV3cy9pbmRpYS9kc21iLXJlY29tbWVuZHMtcGhhc2UtMy1yZWNydWl0bWVudC1mb3Itc3B1dG5pay12LXZhY2NpbmUtdHJpYWxzLWRyLXJlZGR5cy0zMjczODA5Lmh0bWzSAX1odHRwczovL3d3dy5uZXdzMTguY29tL2FtcC9uZXdzL2luZGlhL2RzbWItcmVjb21tZW5kcy1waGFzZS0zLXJlY3J1aXRtZW50LWZvci1zcHV0bmlrLXYtdmFjY2luZS10cmlhbHMtZHItcmVkZHlzLTMyNzM4MDkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/JRvRarUc3CATwPTB2XGXXWdyfGlvdKaHWqYcDh2HxhmK5584iDlraUhMjaxxMD1-fcEeRuE5d90OMXaXJAvJ7HsfJ00u-thRBtEJIRVhQYY54tEV_YMIm8rFPEbXTujyZXGjpmRC7MktX5s4_3mGnw=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
"U.S. Coronavirus Hospitalizations, Newly Reported Cases, Deaths Edge Downward",The nation reported more than 213000 new cases for Sunday.,10-Jan,1/11/21 8:00,news.google.com/./articles/CBMiMWh0dHBzOi8vd3d3Lndzai5jb20vbGl2ZWNvdmVyYWdlL2NvdmlkLTIwMjEtMDEtMTHSATVodHRwczovL3d3dy53c2ouY29tL2FtcC9saXZlY292ZXJhZ2UvY292aWQtMjAyMS0wMS0xMQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/Nvv12adjFTuyQYdnhSMfEt0OpS0hO8pKpxqRGpd8YSlmtSbYjpe7I8cyR3XOfY8YPBM5x7tD7m6R8MVx3h855-sc=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Brazil Embraces Chinese Covid-19 Vaccine as Cases Soar,Edmar Barros/Associated Press,8-Jan,1/8/21 22:52,news.google.com/./articles/CAIiEKFbSPPPbwq2QQUcZGu1sSIqGAgEKg8IACoHCAow1tzJATDnyxUwxMrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/7CvO7IpCxqr1Ep17pIrdZfrWOa8wYwd9r-ijTEDgRHWC_70l5fEmrsT82Cffv9WTBOyEfNe1mwme2j5Q_RMm=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
UAE starts trials of Russia's Sputnik V coronavirus vaccine as cases rise,"DUBAI, Jan 7 (Reuters) - Abu Dhabi has started Phase III clinical trials of Russia's Sputnik V COVID-19 vaccine amid a surge in infections in the United Arab ...",6-Jan,1/7/21 8:00,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvdWFlLXN0YXJ0cy10cmlhbHMtb2YtcnVzc2lhcy1zcHV0bmlrLXYtY29yb25hdmlydXMtdmFjY2luZS1hcy1jYXNlcy1yaXNlLTIwMjEtMDEtMDfSAXdodHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL3VhZS1zdGFydHMtdHJpYWxzLW9mLXJ1c3NpYXMtc3B1dG5pay12LWNvcm9uYXZpcnVzLXZhY2NpbmUtYXMtY2FzZXMtcmlzZS0yMDIxLTAxLTA3P2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/sZjRykkofs_eOBzammItiwiS4IlNF_wb9qYz3U9nJqbB5eVmr0dxrSbbVUCD7skfDbZ2LELUatNRuhZPU9szbHaiA22L1_Wcv-DT84Z9MPnllwEpctnm_1123HToJTM-dwcPWlBm__e1gmsUHPZfiISHMKA6JTI6x49-8teCTr2KtEVQK-l2j1vDChm062ViUSobkqo7cX-Pt3pV3JSVxR8Dq1Rmiemgtwi5hvnvOpWJfkGDnVz1naoZ-B_dPfgODCCkAr3hV-QTxMJIobKzfKPBLj-NvYLot1gl0LbPvM5b-h7sjI7LJDBpj97ST0mSJg=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
Covid-19 Vaccine Roll Out Urgent as More Infectious New Strains Take Hold,Covid-19 Vaccine Roll Out Urgent as More Infectious New Strains Take Hold,6-Jan,1/6/21 15:42,news.google.com/./articles/CAIiELu9NLqxX22SBRegFhuVWvwqGQgEKhAIACoHCAow5qqNCzD4q58DMJahzgY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/1i4zsVaCsQUOkZT0i3dbDflS4DvKZa2woFX6FRXGwIXxnqswoM84Eq4CovxM1N3P4LDjLhHBJa1d9hRPaAs=-p-df-h100-w100,,News18,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
FDA Opposes Diluting Coronavirus Vaccine Doses From Moderna and Pfizer to Boost Supply,"On Monday evening, Dr. Stephen M. Hahn, director of the Food and Drug Administration, and Dr. Peter Marks, the director of the FDA's Center for Biologics ...",4-Jan,1/5/21 8:00,news.google.com/./articles/CBMidmh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvZmRhLW9wcG9zZXMtZGlsdXRpbmctY29yb25hdmlydXMtdmFjY2luZS1kb3Nlcy1mcm9tLW1vZGVybmEtYW5kLXBmaXplci10by1ib29zdC1zdXBwbHnSAXpodHRwczovL3d3dy5uYXNkYXEuY29tL2FydGljbGVzL2ZkYS1vcHBvc2VzLWRpbHV0aW5nLWNvcm9uYXZpcnVzLXZhY2NpbmUtZG9zZXMtZnJvbS1tb2Rlcm5hLWFuZC1wZml6ZXItdG8tYm9vc3Qtc3VwcGx5P2FtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/vEjZJy3ZjVU3B5XKEpsMRyEIVXiORc8ogSi0kzEnH-QcL__3No9Pt_jWhtcOf-zCRWCwSXaB95-JlHjrKGAqusuqvj2iUw9mzHr8tnYU3Qe6_6sk8ag_6Jektiqurz8pBwbK2HZ9TWKYEVrGD5MPVj_KprxVAUspYTH8skDRBBSVoohfnbnjgVx_QTBOHnxnch9DGUrnZ04lPIIh=-p-df-h100-w100,,Nasdaq,8/1/20,9/1/20,Sputnik V Vaccine,Namibia,Sputnik V Vaccine Namibia
